Result,Address A,Size A,Address B,Size B
Difference,FB46h,1h,FB2Ah,1h
Match,FB47h,1h,FB2Bh,1h
Difference,FB48h,1h,FB2Ch,1h
Match,FB49h,1h,FB2Dh,1h
Difference,FB4Ah,1h,FB2Eh,1h
Match,FB4Bh,1h,FB2Fh,1h
Difference,FB4Ch,1h,FB30h,1h
Match,FB4Dh,1h,FB31h,1h
Difference,FB4Eh,1h,FB32h,1h
Match,FB4Fh,1h,FB33h,1h
Difference,FB50h,1h,FB34h,1h
Match,FB51h,1h,FB35h,1h
Difference,FB52h,1h,FB36h,1h
Match,FB53h,1h,FB37h,1h
Difference,FB54h,1h,FB38h,1h
Match,FB55h,1h,FB39h,1h
Difference,FB56h,1h,FB3Ah,1h
Match,FB57h,31h,FB3Bh,31h
Difference,FB88h,1h,FB6Ch,1h
Match,FB89h,9h,FB6Dh,9h
Difference,FB92h,1h,FB76h,1h
Match,FB93h,5h,FB77h,5h
Difference,FB98h,1h,FB7Ch,1h
Match,FB99h,32h,FB7Dh,32h
Difference,FBCBh,1h,FBAFh,1h
Match,FBCCh,18h,FBB0h,18h
Difference,FBE4h,1h,FBC8h,1h
Match,FBE5h,17h,FBC9h,17h
Difference,FBFCh,2h,FBE0h,2h
Match,FBFEh,16h,FBE2h,16h
Difference,FC14h,1h,FBF8h,1h
Match,FC15h,Eh,FBF9h,Eh
Difference,FC23h,2h,FC07h,2h
Match,FC25h,Ah,FC09h,Ah
Difference,FC2Fh,1h,FC13h,1h
Match,FC30h,38h,FC14h,38h
Difference,FC68h,1h,FC4Ch,1h
Match,FC69h,2h,FC4Dh,2h
Difference,FC6Bh,1h,FC4Fh,1h
Match,FC6Ch,2Bh,FC50h,2Bh
Difference,FC97h,1h,FC7Bh,1h
Match,FC98h,Eh,FC7Ch,Eh
Difference,FCA6h,1h,FC8Ah,1h
Match,FCA7h,8h,FC8Bh,8h
Difference,FCAFh,1h,FC93h,1h
Match,FCB0h,23h,FC94h,23h
Difference,FCD3h,1h,FCB7h,1h
Match,FCD4h,41h,FCB8h,41h
Difference,FD15h,1h,FCF9h,1h
Match,FD16h,Ch,FCFAh,Ch
Difference,FD22h,1h,FD06h,1h
Match,FD23h,4Fh,FD07h,4Fh
Difference,FD72h,1h,FD56h,1h
Match,FD73h,1h,FD57h,1h
Difference,FD74h,1h,FD58h,1h
Match,FD75h,1h,FD59h,1h
Difference,FD76h,1h,FD5Ah,1h
Match,FD77h,1h,FD5Bh,1h
Difference,FD78h,1h,FD5Ch,1h
Match,FD79h,C4h,FD5Dh,C4h
Difference,FE3Dh,1h,FE21h,1h
Match,FE3Eh,5Ch,FE22h,5Ch
Difference,FE9Ah,1h,FE7Eh,1h
Match,FE9Bh,Ch,FE7Fh,Ch
Difference,FEA7h,1h,FE8Bh,1h
Match,FEA8h,9h,FE8Ch,9h
Difference,FEB1h,2h,FE95h,2h
Match,FEB3h,1h,FE97h,1h
Difference,FEB4h,1h,FE98h,1h
Match,FEB5h,2h,FE99h,2h
Difference,FEB7h,1h,FE9Bh,1h
Match,FEB8h,29h,FE9Ch,29h
Difference,FEE1h,1h,FEC5h,1h
Match,FEE2h,19h,FEC6h,19h
Difference,FEFBh,1h,FEDFh,1h
Match,FEFCh,33h,FEE0h,33h
Difference,FF2Fh,1h,FF13h,1h
Match,FF30h,1Ch,FF14h,1Ch
Difference,FF4Ch,1h,FF30h,1h
Match,FF4Dh,12h,FF31h,12h
Difference,FF5Fh,1h,FF43h,1h
Match,FF60h,Dh,FF44h,Dh
Difference,FF6Dh,1h,FF51h,1h
Match,FF6Eh,3Ch,FF52h,3Ch
Difference,FFAAh,1h,FF8Eh,1h
Match,FFABh,55h,FF8Fh,55h
Only in B,,,FFE4h,1Ch
Match,10000h,38h,10000h,38h
Difference,10038h,1h,10038h,1h
Match,10039h,8h,10039h,8h
Difference,10041h,1h,10041h,1h
Match,10042h,2h,10042h,2h
Difference,10044h,1h,10044h,1h
Match,10045h,Dh,10045h,Dh
Difference,10052h,1h,10052h,1h
Match,10053h,Bh,10053h,Bh
Difference,1005Eh,1h,1005Eh,1h
Match,1005Fh,2h,1005Fh,2h
Difference,10061h,1h,10061h,1h
Match,10062h,2h,10062h,2h
Difference,10064h,1h,10064h,1h
Match,10065h,2h,10065h,2h
Difference,10067h,1h,10067h,1h
Match,10068h,2h,10068h,2h
Difference,1006Ah,1h,1006Ah,1h
Match,1006Bh,15h,1006Bh,15h
Difference,10080h,1h,10080h,1h
Match,10081h,2h,10081h,2h
Difference,10083h,1h,10083h,1h
Match,10084h,52h,10084h,52h
Difference,100D6h,1h,100D6h,1h
Match,100D7h,Dh,100D7h,Dh
Difference,100E4h,1h,100E4h,1h
Match,100E5h,5h,100E5h,5h
Difference,100EAh,1h,100EAh,1h
Match,100EBh,Ch,100EBh,Ch
Difference,100F7h,1h,100F7h,1h
Match,100F8h,9h,100F8h,9h
Difference,10101h,1h,10101h,1h
Match,10102h,Ch,10102h,Ch
Difference,1010Eh,1h,1010Eh,1h
Match,1010Fh,1Ch,1010Fh,1Ch
Difference,1012Bh,1h,1012Bh,1h
Match,1012Ch,16h,1012Ch,16h
Difference,10142h,1h,10142h,1h
Match,10143h,29h,10143h,29h
Difference,1016Ch,1h,1016Ch,1h
Match,1016Dh,2Bh,1016Dh,2Bh
Difference,10198h,1h,10198h,1h
Match,10199h,2h,10199h,2h
Difference,1019Bh,1h,1019Bh,1h
Match,1019Ch,13h,1019Ch,13h
Difference,101AFh,1h,101AFh,1h
Match,101B0h,4h,101B0h,4h
Difference,101B4h,1h,101B4h,1h
Match,101B5h,10Ch,101B5h,10Ch
Difference,102C1h,1h,102C1h,1h
Match,102C2h,2h,102C2h,2h
Difference,102C4h,1h,102C4h,1h
Match,102C5h,Fh,102C5h,Fh
Difference,102D4h,1h,102D4h,1h
Match,102D5h,2h,102D5h,2h
Difference,102D7h,1h,102D7h,1h
Match,102D8h,1Dh,102D8h,1Dh
Difference,102F5h,1h,102F5h,1h
Match,102F6h,Ah,102F6h,Ah
Difference,10300h,1h,10300h,1h
Match,10301h,2h,10301h,2h
Difference,10303h,1h,10303h,1h
Match,10304h,2h,10304h,2h
Difference,10306h,1h,10306h,1h
Match,10307h,2h,10307h,2h
Difference,10309h,1h,10309h,1h
Match,1030Ah,4h,1030Ah,4h
Difference,1030Eh,1h,1030Eh,1h
Match,1030Fh,Ah,1030Fh,Ah
Difference,10319h,1h,10319h,1h
Match,1031Ah,7h,1031Ah,7h
Difference,10321h,1h,10321h,1h
Match,10322h,2Bh,10322h,2Bh
Difference,1034Dh,1h,1034Dh,1h
Match,1034Eh,2h,1034Eh,2h
Difference,10350h,1h,10350h,1h
Match,10351h,58h,10351h,58h
Difference,103A9h,1h,103A9h,1h
Match,103AAh,2Ch,103AAh,2Ch
Difference,103D6h,1h,103D6h,1h
Match,103D7h,61h,103D7h,61h
Difference,10438h,1h,10438h,1h
Match,10439h,6h,10439h,6h
Difference,1043Fh,1h,1043Fh,1h
Match,10440h,6h,10440h,6h
Difference,10446h,1h,10446h,1h
Match,10447h,6h,10447h,6h
Difference,1044Dh,1h,1044Dh,1h
Match,1044Eh,8Eh,1044Eh,8Eh
Difference,104DCh,1h,104DCh,1h
Match,104DDh,Dh,104DDh,Dh
Difference,104EAh,1h,104EAh,1h
Match,104EBh,16h,104EBh,16h
Difference,10501h,1h,10501h,1h
Match,10502h,2h,10502h,2h
Difference,10504h,1h,10504h,1h
Match,10505h,Dh,10505h,Dh
Difference,10512h,1h,10512h,1h
Match,10513h,2h,10513h,2h
Difference,10515h,1h,10515h,1h
Match,10516h,16h,10516h,16h
Difference,1052Ch,1h,1052Ch,1h
Match,1052Dh,2h,1052Dh,2h
Difference,1052Fh,1h,1052Fh,1h
Match,10530h,Dh,10530h,Dh
Difference,1053Dh,1h,1053Dh,1h
Match,1053Eh,2h,1053Eh,2h
Difference,10540h,1h,10540h,1h
Match,10541h,26h,10541h,26h
Difference,10567h,1h,10567h,1h
Match,10568h,Dh,10568h,Dh
Difference,10575h,1h,10575h,1h
Match,10576h,BAh,10576h,BAh
Difference,10630h,1h,10630h,1h
Match,10631h,7h,10631h,7h
Difference,10638h,1h,10638h,1h
Match,10639h,Eh,10639h,Eh
Difference,10647h,1h,10647h,1h
Match,10648h,Dh,10648h,Dh
Difference,10655h,1h,10655h,1h
Match,10656h,23h,10656h,23h
Difference,10679h,1h,10679h,1h
Match,1067Ah,14h,1067Ah,14h
Difference,1068Eh,1h,1068Eh,1h
Match,1068Fh,23h,1068Fh,23h
Difference,106B2h,1h,106B2h,1h
Match,106B3h,2h,106B3h,2h
Difference,106B5h,1h,106B5h,1h
Match,106B6h,14h,106B6h,14h
Difference,106CAh,1h,106CAh,1h
Match,106CBh,Dh,106CBh,Dh
Difference,106D8h,1h,106D8h,1h
Match,106D9h,2h,106D9h,2h
Difference,106DBh,1h,106DBh,1h
Match,106DCh,20h,106DCh,20h
Difference,106FCh,1h,106FCh,1h
Match,106FDh,2h,106FDh,2h
Difference,106FFh,1h,106FFh,1h
Match,10700h,24h,10700h,24h
Difference,10724h,1h,10724h,1h
Match,10725h,13h,10725h,13h
Difference,10738h,1h,10738h,1h
Match,10739h,3Ah,10739h,3Ah
Difference,10773h,1h,10773h,1h
Match,10774h,7h,10774h,7h
Difference,1077Bh,1h,1077Bh,1h
Match,1077Ch,20h,1077Ch,20h
Difference,1079Ch,1h,1079Ch,1h
Match,1079Dh,4h,1079Dh,4h
Difference,107A1h,1h,107A1h,1h
Match,107A2h,2h,107A2h,2h
Difference,107A4h,1h,107A4h,1h
Match,107A5h,Ah,107A5h,Ah
Difference,107AFh,1h,107AFh,1h
Match,107B0h,4h,107B0h,4h
Difference,107B4h,1h,107B4h,1h
Match,107B5h,Bh,107B5h,Bh
Difference,107C0h,1h,107C0h,1h
Match,107C1h,2h,107C1h,2h
Difference,107C3h,1h,107C3h,1h
Match,107C4h,Ah,107C4h,Ah
Difference,107CEh,1h,107CEh,1h
Match,107CFh,3h,107CFh,3h
Difference,107D2h,1h,107D2h,1h
Match,107D3h,30h,107D3h,30h
Difference,10803h,2h,10803h,2h
Match,10805h,1h,10805h,1h
Difference,10806h,1h,10806h,1h
Match,10807h,6h,10807h,6h
Difference,1080Dh,1h,1080Dh,1h
Match,1080Eh,16h,1080Eh,16h
Difference,10824h,1h,10824h,1h
Match,10825h,2h,10825h,2h
Difference,10827h,1h,10827h,1h
Match,10828h,1Eh,10828h,1Eh
Difference,10846h,1h,10846h,1h
Match,10847h,2h,10847h,2h
Difference,10849h,1h,10849h,1h
Match,1084Ah,6h,1084Ah,6h
Difference,10850h,1h,10850h,1h
Match,10851h,16h,10851h,16h
Difference,10867h,1h,10867h,1h
Match,10868h,2h,10868h,2h
Difference,1086Ah,1h,1086Ah,1h
Match,1086Bh,28h,1086Bh,28h
Difference,10893h,1h,10893h,1h
Match,10894h,13h,10894h,13h
Difference,108A7h,1h,108A7h,1h
Match,108A8h,2h,108A8h,2h
Difference,108AAh,1h,108AAh,1h
Match,108ABh,25h,108ABh,25h
Difference,108D0h,1h,108D0h,1h
Match,108D1h,13h,108D1h,13h
Difference,108E4h,1h,108E4h,1h
Match,108E5h,2h,108E5h,2h
Difference,108E7h,1h,108E7h,1h
Match,108E8h,2Ah,108E8h,2Ah
Difference,10912h,1h,10912h,1h
Match,10913h,2h,10913h,2h
Difference,10915h,1h,10915h,1h
Match,10916h,3Ch,10916h,3Ch
Difference,10952h,1h,10952h,1h
Match,10953h,7h,10953h,7h
Difference,1095Ah,1h,1095Ah,1h
Match,1095Bh,4Ch,1095Bh,4Ch
Difference,109A7h,1h,109A7h,1h
Match,109A8h,2h,109A8h,2h
Difference,109AAh,1h,109AAh,1h
Match,109ABh,5h,109ABh,5h
Difference,109B0h,1h,109B0h,1h
Match,109B1h,2h,109B1h,2h
Difference,109B3h,1h,109B3h,1h
Match,109B4h,12h,109B4h,12h
Difference,109C6h,1h,109C6h,1h
Match,109C7h,2h,109C7h,2h
Difference,109C9h,1h,109C9h,1h
Match,109CAh,5h,109CAh,5h
Difference,109CFh,1h,109CFh,1h
Match,109D0h,2h,109D0h,2h
Difference,109D2h,1h,109D2h,1h
Match,109D3h,1Bh,109D3h,1Bh
Difference,109EEh,2h,109EEh,2h
Match,109F0h,1h,109F0h,1h
Difference,109F1h,1h,109F1h,1h
Match,109F2h,5h,109F2h,5h
Difference,109F7h,2h,109F7h,2h
Match,109F9h,1h,109F9h,1h
Difference,109FAh,1h,109FAh,1h
Match,109FBh,12h,109FBh,12h
Difference,10A0Dh,1h,10A0Dh,1h
Match,10A0Eh,5h,10A0Eh,5h
Difference,10A13h,1h,10A13h,1h
Match,10A14h,13h,10A14h,13h
Difference,10A27h,2h,10A27h,2h
Match,10A29h,1h,10A29h,1h
Difference,10A2Ah,1h,10A2Ah,1h
Match,10A2Bh,24h,10A2Bh,24h
Difference,10A4Fh,1h,10A4Fh,1h
Match,10A50h,Bh,10A50h,Bh
Difference,10A5Bh,1h,10A5Bh,1h
Match,10A5Ch,23h,10A5Ch,23h
Difference,10A7Fh,1h,10A7Fh,1h
Match,10A80h,29h,10A80h,29h
Difference,10AA9h,2h,10AA9h,2h
Match,10AABh,1h,10AABh,1h
Difference,10AACh,1h,10AACh,1h
Match,10AADh,17h,10AADh,17h
Difference,10AC4h,1h,10AC4h,1h
Match,10AC5h,Bh,10AC5h,Bh
Difference,10AD0h,1h,10AD0h,1h
Match,10AD1h,6Eh,10AD1h,6Eh
Difference,10B3Fh,1h,10B3Fh,1h
Match,10B40h,C5h,10B40h,C5h
Difference,10C05h,1h,10C05h,1h
Match,10C06h,2h,10C06h,2h
Difference,10C08h,1h,10C08h,1h
Match,10C09h,8h,10C09h,8h
Difference,10C11h,1h,10C11h,1h
Match,10C12h,2h,10C12h,2h
Difference,10C14h,1h,10C14h,1h
Match,10C15h,2h,10C15h,2h
Difference,10C17h,1h,10C17h,1h
Match,10C18h,26h,10C18h,26h
Difference,10C3Eh,1h,10C3Eh,1h
Match,10C3Fh,2h,10C3Fh,2h
Difference,10C41h,1h,10C41h,1h
Match,10C42h,2h,10C42h,2h
Difference,10C44h,1h,10C44h,1h
Match,10C45h,2h,10C45h,2h
Difference,10C47h,1h,10C47h,1h
Match,10C48h,45h,10C48h,45h
Difference,10C8Dh,1h,10C8Dh,1h
Match,10C8Eh,7h,10C8Eh,7h
Difference,10C95h,1h,10C95h,1h
Match,10C96h,13h,10C96h,13h
Difference,10CA9h,1h,10CA9h,1h
Match,10CAAh,7h,10CAAh,7h
Difference,10CB1h,1h,10CB1h,1h
Match,10CB2h,4h,10CB2h,4h
Difference,10CB6h,1h,10CB6h,1h
Match,10CB7h,7h,10CB7h,7h
Difference,10CBEh,1h,10CBEh,1h
Match,10CBFh,Dh,10CBFh,Dh
Difference,10CCCh,1h,10CCCh,1h
Match,10CCDh,6h,10CCDh,6h
Difference,10CD3h,1h,10CD3h,1h
Match,10CD4h,2h,10CD4h,2h
Difference,10CD6h,1h,10CD6h,1h
Match,10CD7h,4h,10CD7h,4h
Difference,10CDBh,1h,10CDBh,1h
Match,10CDCh,4h,10CDCh,4h
Difference,10CE0h,1h,10CE0h,1h
Match,10CE1h,5h,10CE1h,5h
Difference,10CE6h,1h,10CE6h,1h
Match,10CE7h,2h,10CE7h,2h
Difference,10CE9h,1h,10CE9h,1h
Match,10CEAh,6h,10CEAh,6h
Difference,10CF0h,1h,10CF0h,1h
Match,10CF1h,4h,10CF1h,4h
Difference,10CF5h,1h,10CF5h,1h
Match,10CF6h,14h,10CF6h,14h
Difference,10D0Ah,1h,10D0Ah,1h
Match,10D0Bh,6h,10D0Bh,6h
Difference,10D11h,1h,10D11h,1h
Match,10D12h,11h,10D12h,11h
Difference,10D23h,1h,10D23h,1h
Match,10D24h,2h,10D24h,2h
Difference,10D26h,1h,10D26h,1h
Match,10D27h,2h,10D27h,2h
Difference,10D29h,1h,10D29h,1h
Match,10D2Ah,4h,10D2Ah,4h
Difference,10D2Eh,1h,10D2Eh,1h
Match,10D2Fh,3h,10D2Fh,3h
Difference,10D32h,1h,10D32h,1h
Match,10D33h,2h,10D33h,2h
Difference,10D35h,1h,10D35h,1h
Match,10D36h,4Eh,10D36h,4Eh
Difference,10D84h,1h,10D84h,1h
Match,10D85h,16h,10D85h,16h
Difference,10D9Bh,1h,10D9Bh,1h
Match,10D9Ch,12h,10D9Ch,12h
Difference,10DAEh,1h,10DAEh,1h
Match,10DAFh,2h,10DAFh,2h
Difference,10DB1h,1h,10DB1h,1h
Match,10DB2h,2h,10DB2h,2h
Difference,10DB4h,1h,10DB4h,1h
Match,10DB5h,2h,10DB5h,2h
Difference,10DB7h,1h,10DB7h,1h
Match,10DB8h,2h,10DB8h,2h
Difference,10DBAh,1h,10DBAh,1h
Match,10DBBh,9h,10DBBh,9h
Difference,10DC4h,1h,10DC4h,1h
Match,10DC5h,1Eh,10DC5h,1Eh
Difference,10DE3h,1h,10DE3h,1h
Match,10DE4h,39h,10DE4h,39h
Difference,10E1Dh,1h,10E1Dh,1h
Match,10E1Eh,2h,10E1Eh,2h
Difference,10E20h,1h,10E20h,1h
Match,10E21h,9h,10E21h,9h
Difference,10E2Ah,1h,10E2Ah,1h
Match,10E2Bh,4h,10E2Bh,4h
Difference,10E2Fh,1h,10E2Fh,1h
Match,10E30h,2h,10E30h,2h
Difference,10E32h,1h,10E32h,1h
Match,10E33h,2h,10E33h,2h
Difference,10E35h,1h,10E35h,1h
Match,10E36h,4h,10E36h,4h
Difference,10E3Ah,1h,10E3Ah,1h
Match,10E3Bh,87h,10E3Bh,87h
Difference,10EC2h,1h,10EC2h,1h
Match,10EC3h,7h,10EC3h,7h
Difference,10ECAh,1h,10ECAh,1h
Match,10ECBh,2h,10ECBh,2h
Difference,10ECDh,1h,10ECDh,1h
Match,10ECEh,2h,10ECEh,2h
Difference,10ED0h,1h,10ED0h,1h
Match,10ED1h,2h,10ED1h,2h
Difference,10ED3h,1h,10ED3h,1h
Match,10ED4h,4h,10ED4h,4h
Difference,10ED8h,1h,10ED8h,1h
Match,10ED9h,34h,10ED9h,34h
Difference,10F0Dh,1h,10F0Dh,1h
Match,10F0Eh,7h,10F0Eh,7h
Difference,10F15h,1h,10F15h,1h
Match,10F16h,2h,10F16h,2h
Difference,10F18h,1h,10F18h,1h
Match,10F19h,2h,10F19h,2h
Difference,10F1Bh,1h,10F1Bh,1h
Match,10F1Ch,2h,10F1Ch,2h
Difference,10F1Eh,1h,10F1Eh,1h
Match,10F1Fh,4h,10F1Fh,4h
Difference,10F23h,1h,10F23h,1h
Match,10F24h,43h,10F24h,43h
Difference,10F67h,1h,10F67h,1h
Match,10F68h,7h,10F68h,7h
Difference,10F6Fh,1h,10F6Fh,1h
Match,10F70h,2h,10F70h,2h
Difference,10F72h,1h,10F72h,1h
Match,10F73h,2h,10F73h,2h
Difference,10F75h,1h,10F75h,1h
Match,10F76h,2h,10F76h,2h
Difference,10F78h,1h,10F78h,1h
Match,10F79h,4h,10F79h,4h
Difference,10F7Dh,1h,10F7Dh,1h
Match,10F7Eh,21h,10F7Eh,21h
Difference,10F9Fh,1h,10F9Fh,1h
Match,10FA0h,7h,10FA0h,7h
Difference,10FA7h,1h,10FA7h,1h
Match,10FA8h,2h,10FA8h,2h
Difference,10FAAh,1h,10FAAh,1h
Match,10FABh,2h,10FABh,2h
Difference,10FADh,1h,10FADh,1h
Match,10FAEh,4h,10FAEh,4h
Difference,10FB2h,1h,10FB2h,1h
Match,10FB3h,2h,10FB3h,2h
Difference,10FB5h,1h,10FB5h,1h
Match,10FB6h,C5h,10FB6h,C5h
Difference,1107Bh,1h,1107Bh,1h
Match,1107Ch,1Eh,1107Ch,1Eh
Difference,1109Ah,1h,1109Ah,1h
Match,1109Bh,48h,1109Bh,48h
Difference,110E3h,1h,110E3h,1h
Match,110E4h,22h,110E4h,22h
Difference,11106h,1h,11106h,1h
Match,11107h,8h,11107h,8h
Difference,1110Fh,1h,1110Fh,1h
Match,11110h,13h,11110h,13h
Difference,11123h,1h,11123h,1h
Match,11124h,2h,11124h,2h
Difference,11126h,1h,11126h,1h
Match,11127h,2h,11127h,2h
Difference,11129h,1h,11129h,1h
Match,1112Ah,2h,1112Ah,2h
Difference,1112Ch,1h,1112Ch,1h
Match,1112Dh,2h,1112Dh,2h
Difference,1112Fh,1h,1112Fh,1h
Match,11130h,9h,11130h,9h
Difference,11139h,1h,11139h,1h
Match,1113Ah,27h,1113Ah,27h
Difference,11161h,1h,11161h,1h
Match,11162h,Bh,11162h,Bh
Difference,1116Dh,1h,1116Dh,1h
Match,1116Eh,17h,1116Eh,17h
Difference,11185h,1h,11185h,1h
Match,11186h,Ah,11186h,Ah
Difference,11190h,1h,11190h,1h
Match,11191h,1Fh,11191h,1Fh
Difference,111B0h,1h,111B0h,1h
Match,111B1h,295h,111B1h,295h
Difference,11446h,1h,11446h,1h
Match,11447h,54h,11447h,54h
Difference,1149Bh,1h,1149Bh,1h
Match,1149Ch,34h,1149Ch,34h
Difference,114D0h,1h,114D0h,1h
Match,114D1h,1Bh,114D1h,1Bh
Difference,114ECh,1h,114ECh,1h
Match,114EDh,23h,114EDh,23h
Difference,11510h,1h,11510h,1h
Match,11511h,C7h,11511h,C7h
Difference,115D8h,1h,115D8h,1h
Match,115D9h,47h,115D9h,47h
Difference,11620h,1h,11620h,1h
Match,11621h,75h,11621h,75h
Difference,11696h,1h,11696h,1h
Match,11697h,43h,11697h,43h
Difference,116DAh,1h,116DAh,1h
Match,116DBh,5Fh,116DBh,5Fh
Difference,1173Ah,1h,1173Ah,1h
Match,1173Bh,C6h,1173Bh,C6h
Difference,11801h,1h,11801h,1h
Match,11802h,5h,11802h,5h
Difference,11807h,1h,11807h,1h
Match,11808h,195h,11808h,195h
Difference,1199Dh,1h,1199Dh,1h
Match,1199Eh,33h,1199Eh,33h
Difference,119D1h,1h,119D1h,1h
Match,119D2h,25h,119D2h,25h
Difference,119F7h,1h,119F7h,1h
Match,119F8h,48h,119F8h,48h
Difference,11A40h,1h,11A40h,1h
Match,11A41h,1Ch,11A41h,1Ch
Difference,11A5Dh,1h,11A5Dh,1h
Match,11A5Eh,2h,11A5Eh,2h
Difference,11A60h,1h,11A60h,1h
Match,11A61h,Ah,11A61h,Ah
Difference,11A6Bh,1h,11A6Bh,1h
Match,11A6Ch,5h,11A6Ch,5h
Difference,11A71h,1h,11A71h,1h
Match,11A72h,Ch,11A72h,Ch
Difference,11A7Eh,1h,11A7Eh,1h
Match,11A7Fh,2h,11A7Fh,2h
Difference,11A81h,1h,11A81h,1h
Match,11A82h,4h,11A82h,4h
Difference,11A86h,1h,11A86h,1h
Match,11A87h,2h,11A87h,2h
Difference,11A89h,1h,11A89h,1h
Match,11A8Ah,2h,11A8Ah,2h
Difference,11A8Ch,1h,11A8Ch,1h
Match,11A8Dh,5h,11A8Dh,5h
Difference,11A92h,1h,11A92h,1h
Match,11A93h,8h,11A93h,8h
Difference,11A9Bh,1h,11A9Bh,1h
Match,11A9Ch,3h,11A9Ch,3h
Difference,11A9Fh,1h,11A9Fh,1h
Match,11AA0h,3h,11AA0h,3h
Difference,11AA3h,1h,11AA3h,1h
Match,11AA4h,3h,11AA4h,3h
Difference,11AA7h,1h,11AA7h,1h
Match,11AA8h,7h,11AA8h,7h
Difference,11AAFh,1h,11AAFh,1h
Match,11AB0h,16h,11AB0h,16h
Difference,11AC6h,1h,11AC6h,1h
Match,11AC7h,Bh,11AC7h,Bh
Difference,11AD2h,1h,11AD2h,2h
Match,11AD3h,1h,11AD4h,1h
Difference,11AD4h,1h,11AD5h,1h
Match,11AD5h,3h,11AD6h,3h
Difference,11AD8h,1h,11AD9h,1h
Match,11AD9h,3h,11ADAh,3h
Difference,11ADCh,1h,11ADDh,1h
Match,11ADDh,5h,11ADEh,5h
Only in B,,,11AE3h,1h
Match,11AE2h,7h,11AE4h,7h
Difference,11AE9h,1h,11AEBh,1h
Match,11AEAh,31h,11AECh,31h
Difference,11B1Bh,1h,11B1Dh,1h
Match,11B1Ch,Ah,11B1Eh,Ah
Difference,11B26h,1h,11B28h,1h
Match,11B27h,28h,11B29h,28h
Difference,11B4Fh,1h,11B51h,1h
Match,11B50h,3h,11B52h,3h
Difference,11B53h,1h,11B55h,1h
Match,11B54h,13h,11B56h,13h
Difference,11B67h,1h,11B69h,1h
Match,11B68h,4h,11B6Ah,4h
Difference,11B6Ch,1h,11B6Eh,1h
Match,11B6Dh,15h,11B6Fh,15h
Difference,11B82h,1h,11B84h,1h
Match,11B83h,8h,11B85h,8h
Difference,11B8Bh,1h,11B8Dh,1h
Match,11B8Ch,5h,11B8Eh,5h
Difference,11B91h,1h,11B93h,1h
Match,11B92h,6h,11B94h,6h
Difference,11B98h,1h,11B9Ah,1h
Match,11B99h,5h,11B9Bh,5h
Difference,11B9Eh,1h,11BA0h,1h
Match,11B9Fh,CDh,11BA1h,CDh
Difference,11C6Ch,1h,11C6Eh,1h
Match,11C6Dh,Eh,11C6Fh,Eh
Difference,11C7Bh,1h,11C7Dh,1h
Match,11C7Ch,31h,11C7Eh,31h
Difference,11CADh,1h,11CAFh,1h
Match,11CAEh,4h,11CB0h,4h
Difference,11CB2h,1h,11CB4h,1h
Match,11CB3h,27h,11CB5h,27h
Difference,11CDAh,1h,11CDCh,1h
Match,11CDBh,20h,11CDDh,20h
Difference,11CFBh,1h,11CFDh,1h
Match,11CFCh,10h,11CFEh,10h
Difference,11D0Ch,1h,11D0Eh,1h
Match,11D0Dh,56h,11D0Fh,56h
Difference,11D63h,1h,11D65h,1h
Match,11D64h,21h,11D66h,21h
Difference,11D85h,1h,11D87h,1h
Match,11D86h,4h,11D88h,4h
Difference,11D8Ah,1h,11D8Ch,1h
Match,11D8Bh,1h,11D8Dh,1h
Difference,11D8Ch,1h,11D8Eh,1h
Match,11D8Dh,1h,11D8Fh,1h
Difference,11D8Eh,1h,11D90h,1h
Match,11D8Fh,1h,11D91h,1h
Difference,11D90h,1h,11D92h,1h
Match,11D91h,1h,11D93h,1h
Difference,11D92h,1h,11D94h,1h
Match,11D93h,Bh,11D95h,Bh
Difference,11D9Eh,1h,11DA0h,1h
Match,11D9Fh,6h,11DA1h,6h
Difference,11DA5h,1h,11DA7h,1h
Match,11DA6h,Eh,11DA8h,Eh
Difference,11DB4h,1h,11DB6h,1h
Match,11DB5h,2h,11DB7h,2h
Difference,11DB7h,1h,11DB9h,1h
Match,11DB8h,2h,11DBAh,2h
Difference,11DBAh,1h,11DBCh,1h
Match,11DBBh,8h,11DBDh,8h
Difference,11DC3h,1h,11DC5h,1h
Match,11DC4h,2h,11DC6h,2h
Difference,11DC6h,1h,11DC8h,1h
Match,11DC7h,2h,11DC9h,2h
Difference,11DC9h,1h,11DCBh,1h
Match,11DCAh,2h,11DCCh,2h
Difference,11DCCh,1h,11DCEh,1h
Match,11DCDh,Fh,11DCFh,Fh
Difference,11DDCh,1h,11DDEh,1h
Match,11DDDh,9h,11DDFh,9h
Difference,11DE6h,1h,11DE8h,1h
Match,11DE7h,3h,11DE9h,3h
Difference,11DEAh,1h,11DECh,1h
Match,11DEBh,4h,11DEDh,4h
Difference,11DEFh,1h,11DF1h,1h
Match,11DF0h,2h,11DF2h,2h
Difference,11DF2h,1h,11DF4h,1h
Match,11DF3h,13h,11DF5h,13h
Difference,11E06h,1h,11E08h,1h
Match,11E07h,2h,11E09h,2h
Difference,11E09h,1h,11E0Bh,1h
Match,11E0Ah,4h,11E0Ch,4h
Difference,11E0Eh,1h,11E10h,1h
Match,11E0Fh,13h,11E11h,13h
Difference,11E22h,1h,11E24h,1h
Match,11E23h,1h,11E25h,1h
Difference,11E24h,1h,11E26h,1h
